isin,name,asset_class,ter,currency,use_of_profit,url
LU0328476410,Xtrackers S&P Select Frontier Swap UCITS ETF 1C,Actions,"0,95",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0328476410-s-p-select-frontier-swap-ucits-etf-1c/
IE000UZCJS58,Xtrackers World Net Zero Pathway Paris Aligned UCITS ETF 1C,Actions,"0,19",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000UZCJS58-world-net-zero-pathway-paris-aligned-ucits-etf-1c/
IE0007ULOZS8,Xtrackers S&P 500 Scored & Screened UCITS ETF 1C,Actions,"0,08",USD,Capitalisation,https://etf.dws.com/fr-fr/IE0007ULOZS8-s-p-500-scored-screened-ucits-etf-1c/
LU0322250985,Xtrackers CAC 40 UCITS ETF 1D,Actions,"0,20",EUR,Distribution,https://etf.dws.com/fr-fr/LU0322250985-cac-40-ucits-etf-1d/
LU0514694701,Xtrackers MSCI Thailand UCITS ETF 1C,Actions,"0,50",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0514694701-msci-thailand-ucits-etf-1c/
IE000EUY91Y9,Xtrackers Global Corporate Bond UCITS ETF 2C - EUR Hedged,Obligations,"0,10",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE000EUY91Y9-global-corporate-bond-ucits-etf-2c-eur-hedged/
LU0292109856,Xtrackers MSCI China A UCITS ETF 1C,Actions,"0,35",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0292109856-msci-china-a-ucits-etf-1c/
LU0292108619,Xtrackers MSCI EM Latin America Swap UCITS ETF 1C,Actions,"0,40",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0292108619-msci-em-latin-america-swap-ucits-etf-1c/
IE00BF8J5974,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 1D,Obligations,"0,16",USD,Distribution,https://etf.dws.com/fr-fr/IE00BF8J5974-usd-corporate-bond-short-duration-sri-pab-ucits-etf-1d/
IE00BFMKQ930,Xtrackers USD Corporate Bond Short Duration SRI PAB UCITS ETF 2C EUR Hedged,Obligations,"0,21",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE00BFMKQ930-usd-corporate-bond-short-duration-sri-pab-ucits-etf-2c-eur-hedged/
IE00BCHWNS19,Xtrackers MSCI USA Energy UCITS ETF 1D,Actions,"0,12",USD,Distribution,https://etf.dws.com/fr-fr/IE00BCHWNS19-msci-usa-energy-ucits-etf-1d/
LU0838780707,Xtrackers FTSE 100 UCITS ETF 1C,Actions,"0,09",GBP,Capitalisation,https://etf.dws.com/fr-fr/LU0838780707-ftse-100-ucits-etf-1c/
LU0274212538,Xtrackers FTSE MIB UCITS ETF 1D,Actions,"0,30",EUR,Distribution,https://etf.dws.com/fr-fr/LU0274212538-ftse-mib-ucits-etf-1d/
LU0290357846,Xtrackers II Eurozone Government Bond 25+ UCITS ETF 1C,Obligations,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0290357846-eurozone-government-bond-25-ucits-etf-1c/
IE00050EGWG5,Xtrackers DJE US Equity Research UCITS ETF 1C,Actions,"0,50",USD,Capitalisation,https://etf.dws.com/fr-fr/IE00050EGWG5-dje-us-equity-research-ucits-etf-1c/
LU0292097234,Xtrackers FTSE 100 Income UCITS ETF 1D,Actions,"0,09",GBP,Distribution,https://etf.dws.com/fr-fr/LU0292097234-ftse-100-income-ucits-etf-1d/
IE000O7Q2E56,Xtrackers Electrification Technologies & Smart Grid UCITS ETF 1C,Actions,"0,35",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000O7Q2E56-electrification-technologies-smart-grid-ucits-etf-1c/
IE00BGQYRQ28,Xtrackers MSCI USA Consumer Staples UCITS ETF 1D,Actions,"0,12",USD,Distribution,https://etf.dws.com/fr-fr/IE00BGQYRQ28-msci-usa-consumer-staples-ucits-etf-1d/
IE00B9MRJJ36,Xtrackers MDAX ESG Screened UCITS ETF 1D,Actions,"0,40",EUR,Distribution,https://etf.dws.com/fr-fr/IE00B9MRJJ36-mdax-esg-screened-ucits-etf-1d/
LU2469465822,Xtrackers MSCI China A Screened Swap UCITS ETF 1C,Actions,"0,29",USD,Capitalisation,https://etf.dws.com/fr-fr/LU2469465822-msci-china-a-screened-swap-ucits-etf-1c/
LU0322253732,Xtrackers MSCI Europe Screened UCITS ETF 1C,Actions,"0,12",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0322253732-msci-europe-screened-ucits-etf-1c/
LU2788421340,Xtrackers CSI500 Swap UCITS ETF 1C,Actions,"0,35",USD,Capitalisation,https://etf.dws.com/fr-fr/LU2788421340-csi500-swap-ucits-etf-1c/
LU0292104899,Xtrackers MSCI Europe Utilities UCITS ETF 1C,Actions,"0,17",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0292104899-msci-europe-utilities-ucits-etf-1c/
LU0592217524,Xtrackers MSCI Africa Top 50 Swap UCITS ETF 1C,Actions,"0,65",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0592217524-msci-africa-top-50-swap-ucits-etf-1c/
IE000L6ZMMC4,Xtrackers FTSE All-World UCITS ETF 1C,Actions,"0,07",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000L6ZMMC4-ftse-all-world-ucits-etf-1c/
IE000WHO5BF2,Xtrackers USD High Yield Corporate Bond Screened UCITS ETF 2C - GBP Hedged,Obligations,"0,30",GBP,Capitalisation,https://etf.dws.com/fr-fr/IE000WHO5BF2-usd-high-yield-corporate-bond-screened-ucits-etf-2c-gbp-hedged/
IE0006YM7D84,Xtrackers USD High Yield Corporate Bond Screened UCITS ETF 1C,Obligations,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE0006YM7D84-usd-high-yield-corporate-bond-screened-ucits-etf-1c/
LU2859297330,Xtrackers World Small Cap Green Tech Innovators UCITS ETF 1C,Actions,"0,45",USD,Capitalisation,https://etf.dws.com/fr-fr/LU2859297330-world-small-cap-green-tech-innovators-ucits-etf-1c/
DE000A2UDH55,Xtrackers IE Physical Silver EUR Hedged ETC Securities,Métaux précieux,"0,73",EUR,--,https://etf.dws.com/fr-fr/etc/DE000A2UDH55-xtrackers-ie-physical-silver-eur-hedged-etc-securities/
IE00002ZKAP0,Xtrackers Europe Equity Enhanced Active UCITS ETF 1C,Actions,"0,25",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE00002ZKAP0-europe-equity-enhanced-active-ucits-etf-1c/
LU0290357507,Xtrackers II Eurozone Government Bond 15-30 UCITS ETF 1C,Obligations,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0290357507-eurozone-government-bond-15-30-ucits-etf-1c/
LU0328474803,Xtrackers S&P ASX 200 UCITS ETF 1D,Actions,"0,50",AUD,Distribution,https://etf.dws.com/fr-fr/LU0328474803-s-p-asx-200-ucits-etf-1d/
IE0003W9O921,Xtrackers USD Corporate Green Bond UCITS ETF 2C,Obligations,"0,25",USD,Capitalisation,https://etf.dws.com/fr-fr/IE0003W9O921-usd-corporate-green-bond-ucits-etf-2c/
IE000X63FXN4,Xtrackers USD Corporate Green Bond UCITS ETF 1D GBP Hedged,Obligations,"0,25",GBP,Distribution,https://etf.dws.com/fr-fr/IE000X63FXN4-usd-corporate-green-bond-ucits-etf-1d-gbp-hedged/
IE00028H9QJ8,Xtrackers USD Corporate Green Bond UCITS ETF 1C EUR Hedged,Obligations,"0,25",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE00028H9QJ8-usd-corporate-green-bond-ucits-etf-1c-eur-hedged/
IE000XOQ9TK4,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF 1C,Actions,"0,30",USD,Capitalisation,https://etf.dws.com/fr-fr/IE000XOQ9TK4-msci-next-generation-internet-innovation-ucits-etf-1c/
LU0411075020,Xtrackers ShortDAX x2 Daily Swap UCITS ETF 1C,Actions,"0,60",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0411075020-shortdax-x2-daily-swap-ucits-etf-1c/
XS2595366340,Xtrackers Physical Carbon EUA ETC Security,Quotas de carbone,"0,74",EUR,--,https://etf.dws.com/fr-fr/etc/XS2595366340-xtrackers-physical-carbon-eua-etc-security/
LU0411075376,Xtrackers LevDAX Daily Swap UCITS ETF 1C,Actions,"0,35",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0411075376-levdax-daily-swap-ucits-etf-1c/
IE000VKFA2D2,Xtrackers DJE Europe Equity Research UCITS ETF 1C,Actions,"0,50",EUR,Capitalisation,https://etf.dws.com/fr-fr/IE000VKFA2D2-dje-europe-equity-research-ucits-etf-1c/
GB00B68FL050,Xtrackers Physical Gold GBP Hedged ETC,Métaux précieux,"0,69",GBP,--,https://etf.dws.com/fr-fr/etc/GB00B68FL050-xtrackers-physical-gold-gbp-hedged-etc/
LU3367672022,Xtrackers II EUR High Yield Corporate Bond Active UCITS ETF 1C,Obligations,"0,35",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU3367672022-eur-high-yield-corporate-bond-active-ucits-etf-1c/
DE000A1EK0H1,Xtrackers Physical Platinum EUR Hedged ETC,Métaux précieux,"0,75",EUR,--,https://etf.dws.com/fr-fr/etc/DE000A1EK0H1-xtrackers-physical-platinum-eur-hedged-etc/
LU0514694370,Xtrackers MSCI Malaysia UCITS ETF 1C,Actions,"0,50",USD,Capitalisation,https://etf.dws.com/fr-fr/LU0514694370-msci-malaysia-ucits-etf-1c/
LU2468423459,Xtrackers II ESG Eurozone Government Bond UCITS ETF 1C,Obligations,"0,15",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU2468423459-esg-eurozone-government-bond-ucits-etf-1c/
LU0292105359,Xtrackers MSCI Europe Consumer Staples UCITS ETF 1C,Actions,"0,17",EUR,Capitalisation,https://etf.dws.com/fr-fr/LU0292105359-msci-europe-consumer-staples-ucits-etf-1c/
